tagId,time,type,x1,y1
62038,6:25:48,nurse,41.95483108,20.23689931
62018,6:25:48,nurse,41.44757633,20.49936029
57597,6:25:48,nurse desk,40.7989503,20.57503636
62046,6:25:48,physiotherapist,42.2088548,20.75218729
62028,6:25:48,others,42.27515236,20.05926643
62023,6:25:48,nurse,42.2197728,20.71895405
62042,6:25:48,pharmacist,43.25971264,18.61634647
62031,6:25:48,nurse,43.69767236,17.99563861
62026,6:25:48,head nurse,41.4770265,21.06120873
62032,6:25:48,others,45.47745348,17.77834474
62045,6:25:48,nurse,41.47204233,20.36753888
62022,6:25:48,physiotherapist,41.8803829,19.75114918
62043,6:25:48,doctor,41.59286503,21.19612886
62035,6:25:48,doctor,44.15911443,18.57655936
62037,6:25:48,nurse,42.2974504,20.97233139
57598,6:25:48,nurse,42.45139217,19.79909252
62039,6:25:48,doctor,42.28979648,20.06943393
62024,6:25:48,doctor,41.28521578,20.41125594
62020,6:25:48,doctor,42.96677937,19.09932406
62029,6:25:48,doctor,42.45856993,20.32962875
62036,6:25:48,nurse,44.14460535,18.81185144
57599,6:25:48,nurse,41.96158492,20.47170259
62030,6:25:48,doctor,41.1440347,20.89014863
62047,6:25:48,static,42.65603351,19.46629823
62033,6:25:48,pharmacist,42.04410371,19.60754496
57600,6:25:48,nurse desk,43.78200233,17.98593084
57587,6:25:48,nurse,42.1238208,20.74837825
57594,6:25:48,nurse desk,43.04460772,19.04856232
57589,6:25:48,nurse desk,41.87286249,19.76841078
57593,6:25:48,life supporter machine,45.17078249,17.88480212
57588,6:25:48,others,41.16317885,20.28961424
62038,6:25:49,nurse,43.03270341,18.76199196
57597,6:25:49,nurse desk,40.95030927,20.46405212
62018,6:25:49,nurse,41.45780394,20.32817356
62039,6:25:49,doctor,41.20201093,18.67667011
62023,6:25:49,nurse,41.34894374,20.59542648
62037,6:25:49,nurse,41.52189761,20.46166937
62026,6:25:49,head nurse,42.70428054,20.1980194
62042,6:25:49,pharmacist,41.69581335,20.01788756
62045,6:25:49,nurse,43.27893119,18.60144173
62036,6:25:49,nurse,43.37116272,18.93838583
62020,6:25:49,doctor,41.91934653,20.0855792
62029,6:25:49,doctor,42.06038951,19.90628639
62033,6:25:49,pharmacist,43.49004049,17.81079684
57599,6:25:49,nurse,42.5422986,19.97179386
62030,6:25:49,doctor,41.64782342,20.35631129
57587,6:25:49,nurse,46.6921901,15.44962524
57600,6:25:49,nurse desk,47.25545778,13.90132179
57594,6:25:49,nurse desk,41.0653757,20.76869566
57589,6:25:50,nurse desk,41.90648519,20.85168461
57593,6:25:50,life supporter machine,43.84434568,18.34824861
62038,6:25:50,nurse,45.01688219,16.9362887
62022,6:25:50,physiotherapist,43.22897473,18.56607532
62028,6:25:50,others,43.65258352,18.90581048
62018,6:25:50,nurse,42.69323395,19.27201649
57597,6:25:50,nurse desk,41.85189232,19.73847307
57600,6:25:53,nurse desk,42.33628312,20.04998392
57594,6:25:53,nurse desk,42.73356611,19.35629506
57593,6:25:53,life supporter machine,41.15793152,21.38788074
62018,6:25:53,nurse,41.62911536,20.07611564
62038,6:25:53,nurse,42.01099143,19.95956569
62028,6:25:53,others,44.02662506,18.06369653
62022,6:25:53,physiotherapist,40.98232775,20.39647838
62046,6:25:53,physiotherapist,42.70645414,20.71209871
62043,6:25:53,doctor,42.96982953,19.12875522
62023,6:25:53,nurse,40.88294179,20.77284658
62031,6:25:53,nurse,43.21498402,18.56360165
62040,6:25:53,static,39.93329872,21.36131416
62026,6:25:53,head nurse,42.11614865,20.2967365
62042,6:25:53,pharmacist,43.1137834,18.59376528
62039,6:25:53,doctor,43.19850895,18.66228298
62035,6:25:53,doctor,43.57035612,19.40951842
62037,6:25:53,nurse,42.71018955,18.9404206
62045,6:25:53,nurse,44.03343536,17.81400976
62020,6:25:53,doctor,44.72224849,17.41000691
62036,6:25:53,nurse,44.13223064,17.69396651
62024,6:25:53,doctor,41.86331933,19.32857856
62047,6:25:53,static,42.59467581,19.52508494
62027,6:25:53,others,45.69509853,15.92439533
62037,6:25:54,nurse,35.5260047,22.25961132
62033,6:25:54,pharmacist,42.75205308,18.65936094
57595,6:25:54,life supporter machine,42.36651594,18.73296262
57590,6:25:55,nurse desk,40.53225181,20.89835939
57588,6:25:55,others,41.06175456,19.89485429
62038,6:25:55,nurse,43.74596909,18.46442025
57589,6:25:55,nurse desk,41.52665553,19.74332903
62018,6:25:55,nurse,41.62427728,20.0703396
62022,6:25:55,physiotherapist,43.76477431,18.47298113
62028,6:25:55,others,43.177989,19.21555235
62031,6:25:55,nurse,42.40858645,19.06348009
62035,6:25:55,doctor,43.93317693,18.96020786
62046,6:25:55,physiotherapist,42.21168638,19.8712586
62043,6:25:55,doctor,43.69637455,18.30288546
57596,6:25:55,Medical Rolling Cart,42.12245023,19.38772395
62037,6:25:55,nurse,43.03184466,19.25948142
62026,6:25:55,head nurse,43.60221592,19.00198121
62040,6:25:55,static,43.45218141,19.90672176
62039,6:25:55,doctor,45.94233054,16.16012076
57598,6:25:55,nurse,44.71509032,17.20740137
57597,6:25:55,nurse desk,41.92705484,19.76520103
62020,6:25:55,doctor,42.15917284,19.60585216
62021,6:25:55,static,42.64626844,19.35642141
57595,6:25:56,life supporter machine,40.98235329,20.15713748
62023,6:25:57,nurse,33.14893988,21.94466598
62037,6:25:57,nurse,35.79099306,20.31884416
62030,6:25:57,doctor,35.24942152,21.74831875
57595,6:25:57,life supporter machine,42.28581774,18.87483737
57591,6:25:57,life supporter machine,40.10582547,21.04351705
57587,6:25:57,nurse,41.69053067,20.96098621
57592,6:25:57,Medical Rolling Cart,39.79426133,20.35852688
57586,6:25:57,nurse desk,41.45896404,18.90059307
57589,6:25:57,nurse desk,41.98277292,18.93117618
57594,6:25:57,nurse desk,40.87011735,21.00016935
57590,6:25:57,nurse desk,43.81681147,17.85429254
57593,6:25:57,life supporter machine,41.83955736,20.54672434
57588,6:25:57,others,41.92987107,19.01674419
62018,6:25:57,nurse,42.90282537,19.04595199
62038,6:25:57,nurse,45.46781403,16.64450402
62043,6:25:58,doctor,46.53304991,17.64946931
62027,6:25:59,others,39.19683169,19.94117905
62018,6:25:59,nurse,42.26783316,20.15122854
62028,6:25:59,others,43.06669398,19.82034318
62038,6:26:00,nurse,42.34139503,19.79115465
62018,6:26:00,nurse,47.02559733,14.26193398
62035,6:26:01,doctor,41.79473421,20.9667261
62031,6:26:01,nurse,42.42498032,19.26791995
62023,6:26:01,nurse,41.41714877,21.21072149
62021,6:26:01,static,44.5211509,19.70448996
62043,6:26:01,doctor,42.77667215,18.98475822
62039,6:26:01,doctor,43.56849199,18.32072576
62042,6:26:01,pharmacist,40.25096602,21.05147479
62024,6:26:01,doctor,41.66080884,20.20537796
62037,6:26:01,nurse,41.80913243,20.68902435
62030,6:26:01,doctor,40.58334648,21.36359411
62020,6:26:01,doctor,42.49681234,19.20518081
62033,6:26:01,pharmacist,43.31130034,18.41123324
62036,6:26:01,nurse,41.38508414,21.38124483
57594,6:26:01,nurse desk,43.75985176,18.19971752
57593,6:26:01,life supporter machine,41.85635895,19.23492001
57600,6:26:01,nurse desk,43.64074664,17.98665902
57599,6:26:01,nurse,42.669067,19.74875658
57587,6:26:01,nurse,41.52097097,20.79150845
62038,6:26:01,nurse,46.43130549,15.64309973
62018,6:26:01,nurse,43.25409048,19.20396536
62022,6:26:01,physiotherapist,42.31891387,19.11773995
62028,6:26:01,others,43.27033329,19.46741265
62046,6:26:01,physiotherapist,42.53101143,20.34414182
57587,6:26:02,nurse,54.21370026,15.99598964
57600,6:26:02,nurse desk,42.24975949,18.54291455
62038,6:26:02,nurse,43.68101371,18.85641316
62046,6:26:02,physiotherapist,42.63292707,19.76089485
62028,6:26:02,others,42.93840395,19.55119216
62022,6:26:02,physiotherapist,42.25063883,19.49279443
57589,6:26:02,nurse desk,41.78734268,19.27353977
62040,6:26:03,static,44.06433707,18.6991507
57597,6:26:03,nurse desk,41.5896861,19.39268128
62026,6:26:03,head nurse,43.03010052,18.67097829
62045,6:26:03,nurse,44.69055957,16.44394201
62035,6:26:03,doctor,50.48094822,11.37077911
62023,6:26:03,nurse,46.11909445,15.40107555
62031,6:26:03,nurse,47.02632093,14.10771971
62043,6:26:03,doctor,48.15522991,12.99939292
62020,6:26:03,doctor,43.6689359,18.0489978
62036,6:26:03,nurse,48.19918796,13.27849336
62042,6:26:03,pharmacist,43.64652785,18.02662692
62039,6:26:03,doctor,43.51183221,18.88751949
57600,6:26:04,nurse desk,42.54335862,18.22083178
57589,6:26:05,nurse desk,41.44629138,19.68219351
57588,6:26:05,others,41.06600645,19.92239732
62047,6:26:05,static,44.23598355,19.08763644
57591,6:26:05,life supporter machine,38.74319847,21.53753187
57595,6:26:05,life supporter machine,41.05717446,19.95413944
57593,6:26:05,life supporter machine,40.21624928,20.50086882
57586,6:26:05,nurse desk,40.98140367,19.52382523
57588,6:26:05,others,41.4779227,19.83242982
57589,6:26:05,nurse desk,41.20134573,19.49425038
62021,6:26:06,static,40.38929661,21.40410622
57597,6:26:06,nurse desk,41.19330147,19.83060069
57595,6:26:06,life supporter machine,40.09544164,20.70621413
57586,6:26:07,nurse desk,42.0152396,18.82288304
57593,6:26:07,life supporter machine,42.51526187,18.49206512
57589,6:26:07,nurse desk,41.65088861,19.40122902
57600,6:26:07,nurse desk,43.66260445,17.34417301
57588,6:26:07,others,41.72570354,19.44196384
57586,6:26:08,nurse desk,41.07803351,19.47010085
57588,6:26:08,others,42.33734514,20.41309051
57589,6:26:08,nurse desk,42.71792119,18.7099591
57597,6:26:08,nurse desk,42.88188261,18.4812639
62040,6:26:08,static,42.70003219,20.33552383
57595,6:26:08,life supporter machine,40.52290273,20.53681299
62021,6:26:08,static,44.08694642,18.54824448
57586,6:26:08,nurse desk,42.51486899,19.86055395
62040,6:26:10,static,46.34734283,16.49514884
57588,6:26:10,others,45.9444594,16.65616077
57596,6:26:10,Medical Rolling Cart,48.19044736,15.2045113
62027,6:26:10,others,43.13364592,19.66774117
57598,6:26:10,nurse,42.70331243,19.60875117
62021,6:26:10,static,46.0820598,16.67297999
57595,6:26:10,life supporter machine,40.24200703,20.80012998
62047,6:26:10,static,43.72966944,19.21341413
62025,6:26:12,others,43.94049947,18.82383501
62040,6:26:12,static,44.92902138,17.96469624
62044,6:26:12,nurse,44.45319153,18.03145995
62021,6:26:13,static,45.82791613,17.23810578
57599,6:26:13,nurse,43.07226319,18.71674176
62047,6:26:13,static,44.58702096,18.14017194
62041,6:26:13,cleaning staff,43.3086092,19.12297871
62040,6:26:13,static,45.16978681,17.69519132
62039,6:26:13,doctor,46.55923473,15.44406008
62045,6:26:13,nurse,43.75346145,18.17858033
62026,6:26:14,head nurse,43.96900022,18.09429947
62035,6:26:14,doctor,42.13005989,20.80610508
62043,6:26:14,doctor,42.59355712,18.80097747
62042,6:26:14,pharmacist,42.79082895,19.01764229
62021,6:26:17,static,42.49191541,21.92403781
57591,6:26:18,life supporter machine,42.52497057,20.00005356
62021,6:26:18,static,46.63061231,16.74641189
57589,6:26:18,nurse desk,42.47469824,18.89690866
62040,6:26:18,static,49.09665642,12.03772141
57597,6:26:18,nurse desk,46.95194162,13.23031755
57593,6:26:19,life supporter machine,42.12325062,18.46980875
62027,6:26:21,others,44.67525399,17.88650057
57598,6:26:21,nurse,42.41768207,19.84031819
57599,6:26:23,nurse,41.36122977,20.65728544
62039,6:26:24,doctor,44.82655175,17.4075376
62040,6:26:24,static,53.27228922,13.17791413
62045,6:26:24,nurse,43.79773199,18.59398447
62023,6:26:24,nurse,42.17219049,20.85299035
62037,6:26:24,nurse,41.5940614,20.84279845
62020,6:26:24,doctor,42.01852973,20.36484051
62038,6:26:24,nurse,44.00533212,19.06785461
62033,6:26:24,pharmacist,42.10118383,19.66257039
62035,6:26:25,doctor,41.52591442,21.39957439
62026,6:26:25,head nurse,42.48730454,20.47836296
62031,6:26:25,nurse,40.50324759,21.54401834
62040,6:26:25,static,52.44167253,14.57507697
62043,6:26:25,doctor,43.47666945,20.26235705
62042,6:26:25,pharmacist,43.74370717,18.89596916
62036,6:26:25,nurse,42.14908652,20.35323308
62030,6:26:25,doctor,42.09549402,20.39250396
62021,6:26:25,static,42.00586621,26.89013632
62019,6:26:25,cleaning staff,42.60897333,19.64833711
62040,6:26:26,static,47.33930779,22.77493106
62040,6:26:28,static,59.27840536,16.38538386
57592,6:26:30,Medical Rolling Cart,44.74728204,17.80872636
62021,6:26:30,static,61.26176317,16.57032677
57590,6:26:30,nurse desk,40.13623692,21.11279612
62047,6:26:31,static,67.38975437,10.02874695
57586,6:26:31,nurse desk,43.2084643,19.38136048
57588,6:26:31,others,42.6193758,19.06379369
62021,6:26:32,static,62.09703261,15.73179002
57595,6:26:32,life supporter machine,41.3896995,19.67902102
62047,6:26:32,static,63.28813099,15.26656532
62047,6:26:34,static,57.24294371,22.76693822
57599,6:26:34,nurse,41.52250153,20.13227622
62021,6:26:34,static,59.3825061,18.77021549
62041,6:26:34,cleaning staff,42.72654848,19.63865677
62045,6:26:34,nurse,43.61851394,18.08976192
62039,6:26:34,doctor,44.28411549,17.87347771
62038,6:26:34,nurse,43.36640303,18.89374204
62040,6:26:34,static,56.67565641,22.89373092
62020,6:26:35,doctor,45.69290209,16.92958972
62033,6:26:35,pharmacist,44.02137711,17.97030144
62037,6:26:35,nurse,41.86239299,19.85305764
62018,6:26:35,nurse,42.00913455,19.77494075
62021,6:26:35,static,61.52205827,16.38522479
62028,6:26:35,others,42.87940931,19.24454845
62022,6:26:35,physiotherapist,42.2284247,21.02299495
62029,6:26:35,doctor,42.11112519,19.74097115
62047,6:26:35,static,61.88586077,17.31016216
62046,6:26:35,physiotherapist,42.2986738,19.73039305
62040,6:26:37,static,62.23690448,17.3938866
62047,6:26:37,static,62.26205146,16.89648961
57600,6:26:40,nurse desk,48.14379784,12.52618476
57592,6:26:41,Medical Rolling Cart,41.28725187,20.82546191
62040,6:26:41,static,59.25659145,20.21692277
62021,6:26:41,static,52.26825513,26.83339028
62047,6:26:41,static,62.53118133,16.35025816
57586,6:26:41,nurse desk,43.88185024,21.32724682
57588,6:26:41,others,41.3896995,19.67902102
57596,6:26:42,Medical Rolling Cart,42.84929638,18.89009381
62027,6:26:42,others,44.03796834,18.37673908
57598,6:26:42,nurse,43.46216819,18.7113601
62040,6:26:42,static,69.48999882,6.772257293
62021,6:26:42,static,56.31726267,21.96189309
62041,6:26:42,cleaning staff,42.51902467,19.8215873
62027,6:26:42,others,44.82236599,17.260881
57595,6:26:42,life supporter machine,41.58068426,19.25640034
62044,6:26:42,nurse,42.51673624,19.93510142
62047,6:26:42,static,63.14807544,15.36348922
62019,6:26:42,cleaning staff,42.66178769,19.6455205
62040,6:26:43,static,80.42161252,-9.830044837
62024,6:26:43,doctor,43.01453646,18.91407837
62021,6:26:43,static,55.16504624,23.43567436
62025,6:26:43,others,46.46336509,16.55617224
62027,6:26:43,others,45.80228062,16.41648986
62044,6:26:43,nurse,43.2536639,19.58844601
62041,6:26:43,cleaning staff,42.28417272,19.88458515
62032,6:26:43,others,45.45015929,16.9499408
62047,6:26:43,static,63.92963571,14.82444688
62019,6:26:43,cleaning staff,43.30580598,19.2857458
57587,6:26:44,nurse,44.171042,18.42906364
57594,6:26:44,nurse desk,43.78210415,18.94454543
62040,6:26:44,static,62.25648065,16.4232027
62041,6:26:46,cleaning staff,42.30699389,20.38527852
62035,6:26:46,doctor,41.74941536,20.55992441
62025,6:26:46,others,42.11296631,20.67721692
62044,6:26:46,nurse,42.09863262,20.67418684
62032,6:26:46,others,43.27697515,19.44973136
62026,6:26:46,head nurse,43.35887449,18.64122039
62031,6:26:46,nurse,43.53142712,18.28808921
62042,6:26:46,pharmacist,44.10543803,18.18394477
62040,6:26:46,static,56.32730371,24.05521253
62018,6:26:46,nurse,43.83110857,17.97437386
62021,6:26:46,static,56.4399748,21.54288277
62027,6:26:46,others,44.9231193,17.29270404
62044,6:26:46,nurse,42.61514976,20.52109928
62025,6:26:46,others,42.25981048,20.48238066
62019,6:26:47,cleaning staff,42.27250075,20.44102896
62041,6:26:47,cleaning staff,41.24768867,20.83006491
62018,6:26:48,nurse,43.04976744,18.97018863
62024,6:26:48,doctor,42.97727957,18.96578026
62021,6:26:48,static,59.29515727,19.54680266
62025,6:26:49,others,43.58555115,19.93207059
62044,6:26:49,nurse,42.50040386,20.36892649
62027,6:26:49,others,44.02903725,18.48306754
62041,6:26:49,cleaning staff,42.25819171,20.43806524
62019,6:26:49,cleaning staff,42.29173843,20.30041254
57591,6:26:49,life supporter machine,42.34323449,19.67804765
62021,6:26:49,static,56.4960512,22.68923694
62018,6:26:49,nurse,42.34339823,19.50592997
57596,6:26:52,Medical Rolling Cart,41.80235997,20.63205193
57598,6:26:52,nurse,44.07533793,17.9568265
57594,6:26:54,nurse desk,44.81716973,17.87855643
62040,6:26:55,static,61.82155247,17.20403469
62021,6:26:55,static,54.17526966,24.02849547
62040,6:26:57,static,56.26369634,23.5301528
62030,6:26:57,doctor,43.02466695,20.07862028
62021,6:26:57,static,55.94326096,22.81602111
62047,6:26:58,static,63.05981383,15.34947866
62021,6:26:58,static,55.43099384,23.05003791
62044,6:26:59,nurse,47.10718757,16.19697546
62025,6:26:59,others,46.55236549,16.68350908
62019,6:26:59,cleaning staff,44.94396451,16.95674741
62041,6:26:59,cleaning staff,45.98854912,15.65898827
57597,6:27:00,nurse desk,43.46271138,21.91836716
57589,6:27:00,nurse desk,43.13768784,18.61561822
62047,6:27:01,static,64.88440133,13.52289278
57600,6:27:03,nurse desk,41.89701265,19.46484929
57591,6:27:03,life supporter machine,45.05953581,14.87436253
62047,6:27:03,static,80.70134311,17.99425787
57595,6:27:03,life supporter machine,41.80617358,20.15154852
57590,6:27:03,nurse desk,42.81093162,19.40519093
62040,6:27:03,static,62.25919223,15.92678156
57586,6:27:04,nurse desk,42.2596515,19.70614913
57589,6:27:04,nurse desk,42.30327052,19.58689068
57590,6:27:04,nurse desk,41.44513632,20.66086854
62040,6:27:04,static,61.90102536,17.74768146
57595,6:27:04,life supporter machine,41.14556865,20.74454549
57587,6:27:05,nurse,41.92666066,20.56405033
57586,6:27:05,nurse desk,40.51422815,20.75359871
57588,6:27:05,others,40.88177781,20.22594123
57589,6:27:05,nurse desk,41.09284418,20.7024774
57597,6:27:05,nurse desk,43.34814966,18.99307098
57594,6:27:05,nurse desk,42.75195587,19.67543878
62026,6:27:07,head nurse,43.26245939,18.76196973
57586,6:27:09,nurse desk,41.20713517,20.58067549
62044,6:27:10,nurse,42.0517404,20.92667555
62021,6:27:10,static,51.17032617,28.14318582
62019,6:27:10,cleaning staff,41.4034907,20.88543806
57594,6:27:10,nurse desk,43.63225567,19.32570998
62030,6:27:10,doctor,44.33423343,18.35867024
62035,6:27:10,doctor,42.43162715,20.12064007
62031,6:27:10,nurse,42.25344636,19.83505684
62042,6:27:10,pharmacist,43.25359733,18.90396645
57598,6:27:10,nurse,43.60159301,18.47220764
62046,6:27:10,physiotherapist,42.35508592,20.37003498
62039,6:27:10,doctor,43.69242978,17.93463167
62038,6:27:10,nurse,43.93648044,18.75448729
62028,6:27:10,others,42.93656357,19.25487821
62026,6:27:10,head nurse,44.08847502,18.39705313
62020,6:27:10,doctor,42.80911325,19.48166643
62029,6:27:10,doctor,43.134031,18.74002265
62023,6:27:10,nurse,42.86366451,19.77422158
62033,6:27:10,pharmacist,43.12668636,19.81552508
62045,6:27:10,nurse,43.50896696,18.47609379
62022,6:27:10,physiotherapist,42.01710226,19.59440559
62043,6:27:10,doctor,46.23400627,16.7102585
57587,6:27:11,nurse,41.68313597,20.97793554
62021,6:27:11,static,66.97789076,8.675228581
57599,6:27:11,nurse,41.51557325,21.05714693
62038,6:27:11,nurse,42.58063537,19.96669582
62046,6:27:11,physiotherapist,42.53737654,20.8093718
62035,6:27:11,doctor,41.47182623,20.84296721
62024,6:27:11,doctor,43.00370229,18.96387953
62031,6:27:11,nurse,41.64776315,16.76959404
62036,6:27:11,nurse,43.26721134,19.46080546
62043,6:27:11,doctor,43.29726548,19.25795502
62018,6:27:11,nurse,41.72771154,20.1252017
62030,6:27:11,doctor,41.27513855,20.97480553
62042,6:27:11,pharmacist,41.40537281,20.73893691
62045,6:27:11,nurse,42.49839908,20.24174373
62033,6:27:11,pharmacist,43.41159379,19.2870646
62022,6:27:11,physiotherapist,40.82093119,20.67625111
62020,6:27:11,doctor,43.88167271,18.78261046
57598,6:27:11,nurse,43.85917815,18.26368539
57595,6:27:12,life supporter machine,41.30820711,20.1931437
57587,6:27:12,nurse,42.06939218,20.70550383
62021,6:27:12,static,58.41577953,19.21378084
57586,6:27:12,nurse desk,41.66197478,19.91140062
62035,6:27:12,doctor,42.07740129,20.30163629
62046,6:27:12,physiotherapist,42.70857512,20.24957753
62039,6:27:12,doctor,43.14833601,18.74243426
62042,6:27:12,pharmacist,42.52392384,18.72060207
62028,6:27:12,others,43.61532059,18.34186569
62026,6:27:12,head nurse,43.25367256,18.81917556
62036,6:27:12,nurse,42.96372479,20.81578581
62020,6:27:12,doctor,44.77538171,18.08249715
62033,6:27:12,pharmacist,43.14833601,18.74243426
62030,6:27:12,doctor,43.27863801,18.94109951
62037,6:27:12,nurse,43.72731829,18.18088634
62022,6:27:12,physiotherapist,41.63032089,19.67970524
57596,6:27:13,Medical Rolling Cart,42.03584757,19.15016456
62040,6:27:13,static,55.6973941,23.38894345
62047,6:27:13,static,61.38239043,16.20168626
